Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C)
1740108841.982252,-0.99,-0.001,-0.006,0.021,1740108841.982234,1.01,-2.3,1740108841.9811134,0,1740108841.9814124,nan,nan,1740108841.9822636,3000.0,100.00095369796384,999.013671875,25.0
1740108842.976537,-0.99,-0.001,-0.006,0.021,1740108842.9765205,1.01,-2.3,1740108842.9757686,0,1740108842.9759033,nan,nan,1740108842.9765494,3000.0,100.00095369796384,999.013671875,25.0
1740108843.976825,-0.99,-0.001,-0.006,0.021,1740108843.976807,1.01,-2.3,1740108843.9756153,0,1740108843.9763236,nan,nan,1740108843.9768379,3000.0,100.00095369796384,999.013671875,25.0
1740108844.9780583,-0.99,-0.001,-0.006,0.021,1740108844.978041,1.01,-2.3,1740108844.977158,0,1740108844.9774387,nan,nan,1740108844.978071,3000.0,100.00095369796384,999.013671875,25.0
1740108846.0049374,-0.99,-0.001,-0.006,0.021,1740108846.0049217,1.01,-2.3,1740108846.0041013,0,1740108846.0048087,nan,nan,1740108846.00495,3000.0,100.00095369796384,999.013671875,25.0
1740108847.004852,-0.99,-0.001,-0.006,0.021,1740108847.0048351,1.01,-2.3,1740108846.9884336,0,1740108847.0047145,nan,nan,1740108847.0048637,3000.0,100.00095369796384,999.013671875,25.0
1740108848.0188923,-0.99,-0.001,-0.006,0.021,1740108848.0188296,1.01,-2.3,1740108848.0123677,0,1740108848.0182705,nan,nan,1740108848.0189548,3000.0,100.00095369796384,999.013671875,25.0
1740108848.9780111,-0.99,-0.001,-0.006,0.021,1740108848.977994,1.01,-2.3,1740108848.977601,0,1740108848.9777288,nan,nan,1740108848.9780226,3000.0,100.00095369796384,999.013671875,25.0
1740108849.9794538,-0.99,-0.001,-0.006,0.021,1740108849.9794345,1.01,-2.3,1740108849.9787354,0,1740108849.9788752,nan,nan,1740108849.9794717,3000.0,100.00095369796384,999.013671875,25.0
1740108850.987816,-0.99,-0.001,-0.006,0.021,1740108850.987774,1.01,-2.3,1740108850.984813,0,1740108850.9876719,nan,nan,1740108850.9878285,3000.0,100.00095369796384,999.013671875,25.0
1740108851.9708984,-0.99,-0.001,-0.006,0.021,1740108851.9708815,1.01,-2.3,1740108851.9705708,0,1740108851.970782,nan,nan,1740108851.9709096,3000.0,100.00095369796384,999.013671875,25.0
1740108852.9723938,-0.99,-0.001,-0.006,0.021,1740108852.9723763,1.01,-2.3,1740108852.97201,0,1740108852.9722357,nan,nan,1740108852.9724085,3000.0,100.00095369796384,999.013671875,25.0
1740108853.976747,-0.99,-0.001,-0.006,0.021,1740108853.9767303,1.01,-2.3,1740108853.9759953,0,1740108853.9761431,nan,nan,1740108853.9767587,3000.0,100.00095369796384,999.013671875,25.0
1740108854.973983,-0.99,-0.001,-0.006,0.021,1740108854.9739654,1.01,-2.3,1740108854.9735355,0,1740108854.9736876,nan,nan,1740108854.973995,3000.0,100.00095369796384,999.013671875,25.0
1740108855.9793491,-0.99,-0.001,-0.006,0.021,1740108855.9793327,1.01,-2.3,1740108855.9790685,0,1740108855.979191,nan,nan,1740108855.979362,3000.0,100.00095369796384,999.013671875,25.0
1740108857.0084815,-0.99,-0.001,-0.006,0.021,1740108857.0084593,1.01,-2.3,1740108856.9816296,0,1740108856.9900568,nan,nan,1740108857.008509,3000.0,100.00095369796384,999.013671875,25.0

1740108916.4770315,-0.99,-0.001,-0.006,0.021,1740108916.476941,1.01,-2.3,1740108916.4752173,0,1740108916.4762125,nan,nan,1740108916.4770913,3000.0,100.00095369796384,999.013671875,25.0
1740108917.4817593,-0.99,-0.001,-0.006,0.021,1740108917.4817424,1.01,-2.3,1740108917.4810522,0,1740108917.481391,nan,nan,1740108917.4817708,3000.0,100.00095369796384,999.013671875,25.0
1740108918.475968,-0.99,-0.001,-0.006,0.021,1740108918.4759357,1.01,-2.3,1740108918.475525,0,1740108918.4756484,nan,nan,1740108918.4759798,3000.0,100.00095369796384,999.013671875,25.0
1740108919.4810047,-0.99,-0.001,-0.006,0.021,1740108919.4809942,1.01,-2.3,1740108919.4806657,0,1740108919.4808452,nan,nan,1740108919.4810143,3000.0,100.00095369796384,999.013671875,25.0
1740108920.4822614,-0.99,-0.001,-0.006,0.021,1740108920.4822433,1.01,-2.3,1740108920.4814,0,1740108920.4819546,nan,nan,1740108920.4822733,3000.0,100.00095369796384,999.013671875,25.0
1740108921.4798324,-0.99,-0.001,-0.006,0.021,1740108921.4798143,1.01,-2.3,1740108921.4790363,0,1740108921.479288,nan,nan,1740108921.4798439,3000.0,100.00095369796384,999.013671875,25.0
1740108922.481311,-0.99,-0.001,-0.006,0.021,1740108922.4813,1.01,-2.3,1740108922.4809852,0,1740108922.4811203,nan,nan,1740108922.481346,3000.0,100.00095369796384,999.013671875,25.0
1740108923.4795637,-0.99,-0.001,-0.006,0.021,1740108923.479546,1.01,-2.3,1740108923.4791605,0,1740108923.4793584,nan,nan,1740108923.4795752,3000.0,100.00095369796384,999.013671875,25.0
1740108924.480392,-0.99,-0.001,-0.006,0.021,1740108924.4803808,1.01,-2.3,1740108924.4800603,0,1740108924.4802425,nan,nan,1740108924.4804018,3000.0,100.00095369796384,999.013671875,25.0
1740108925.4809933,-0.99,-0.001,-0.006,0.021,1740108925.480975,1.01,-2.3,1740108925.480184,0,1740108925.4803374,nan,nan,1740108925.4810047,3000.0,100.00095369796384,999.013671875,25.0
1740108926.4811125,-0.99,-0.001,-0.006,0.021,1740108926.4810677,1.01,-2.3,1740108926.4801924,0,1740108926.480903,nan,nan,1740108926.4811246,3000.0,100.00095369796384,999.013671875,25.0
1740108927.4798708,-0.99,-0.001,-0.006,0.021,1740108927.4798522,1.01,-2.3,1740108927.4793985,0,1740108927.4796245,nan,nan,1740108927.4798832,3000.0,100.00095369796384,999.013671875,25.0
1740108928.4803193,-0.99,-0.001,-0.006,0.021,1740108928.4803004,1.01,-2.3,1740108928.4795067,0,1740108928.479745,nan,nan,1740108928.4803314,3000.0,100.00095369796384,999.013671875,25.0
1740108929.4753807,-0.99,-0.001,-0.006,0.021,1740108929.4753623,1.01,-2.3,1740108929.4747849,0,1740108929.4749553,nan,nan,1740108929.4753923,3000.0,100.00095369796384,999.013671875,25.0
1740108930.4762392,-0.99,-0.001,-0.006,0.021,1740108930.4762206,1.01,-2.3,1740108930.475987,0,1740108930.4761178,nan,nan,1740108930.476251,3000.0,100.00095369796384,999.013671875,25.0
1740108931.4787605,-0.99,-0.001,-0.006,0.021,1740108931.4787438,1.01,-2.3,1740108931.4779837,0,1740108931.4781518,nan,nan,1740108931.4787724,3000.0,100.00095369796384,999.013671875,25.0
1740108932.5131643,-0.99,-0.001,-0.006,0.021,1740108932.513125,1.01,-2.3,1740108932.4805946,0,1740108932.4892652,nan,nan,1740108932.513191,3000.0,100.00095369796384,999.013671875,25.0
1740108933.480783,-0.99,-0.001,-0.006,0.021,1740108933.4807673,1.01,-2.3,1740108933.479977,0,1740108933.4806004,nan,nan,1740108933.4807951,3000.0,100.00095369796384,999.013671875,25.0














1740109543.3791003,-0.99,-0.001,-0.006,0.021,1740109543.3790326,1.01,-2.3,1740109543.377396,0,1740109543.3782735,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109544.4341083,-0.99,-0.001,-0.006,0.021,1740109544.434089,1.01,-2.3,1740109544.4275424,0,1740109544.4276772,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109545.4754808,-0.99,-0.001,-0.006,0.021,1740109545.4754689,1.01,-2.3,1740109545.475118,0,1740109545.475293,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109546.4801228,-0.99,-0.001,-0.006,0.021,1740109546.4801056,1.01,-2.3,1740109546.479626,0,1740109546.4798691,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109547.4807734,-0.99,-0.001,-0.006,0.021,1740109547.4807577,1.01,-2.3,1740109547.4799294,0,1740109547.480182,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109548.4798453,-0.99,-0.001,-0.006,0.021,1740109548.479829,1.01,-2.3,1740109548.4791887,0,1740109548.479567,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109549.480537,-0.99,-0.001,-0.006,0.021,1740109549.4805038,1.01,-2.3,1740109549.479871,0,1740109549.480264,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109550.4864774,-0.99,-0.001,-0.006,0.021,1740109550.4864657,1.01,-2.3,1740109550.4854426,0,1740109550.4857693,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109552.470002,-0.99,-0.001,-0.006,0.021,1740109552.4699836,1.01,-2.3,1740109552.4693522,0,1740109552.4698608,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109552.470002,-0.99,-0.001,-0.006,0.021,1740109552.4699836,1.01,-2.3,1740109552.4693522,0,1740109552.4698608,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109553.4752817,-0.99,-0.001,-0.006,0.021,1740109553.475269,1.01,-2.3,1740109553.474327,0,1740109553.4746819,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109554.4736924,-0.99,-0.001,-0.006,0.021,1740109554.4736767,1.01,-2.3,1740109554.4730396,0,1740109554.473245,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
1740109555.478418,-0.99,-0.001,-0.006,0.021,1740109555.4784,1.01,-2.3,1740109555.47809,0,1740109555.478231,-0.8000000000000003,-0.008000000000000004,1740109539.5498648,nan,nan,nan,nan
