Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint,Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C)
1726875938.8031375,-0.99,-0.001,-0.006,0.021,1726875938.8026347,1.01,-2.3,1726875938.7628162,0,1726875938.8016346,-0.8,-0.008,1726875938.8031375,75.0,99.90095274426588,999.013671875,25.0
1726875939.8176537,-0.99,-0.001,-0.006,0.021,1726875939.8176537,1.01,-2.3,1726875939.7960637,0,1726875939.7970595,-0.8,-0.008,1726875938.8031375,75.0,99.90095274426588,999.013671875,25.0
1726875940.8285813,-0.99,-0.001,-0.006,0.021,1726875940.8279376,1.01,-2.3,1726875940.8128097,0,1726875940.819989,-0.8,-0.008,1726875940.8285813,75.0,99.90095274426588,999.013671875,25.0
1726875941.820902,-0.99,-0.001,-0.006,0.021,1726875941.820902,1.01,-2.3,1726875941.8120294,0,1726875941.8130252,-0.8,-0.008,1726875941.820902,75.0,99.90095274426588,999.013671875,25.0
1726876022.6505983,-0.99,-0.001,-0.006,0.021,1726876022.6505983,1.01,-2.3,1726876022.6456623,0,1726876022.6478312,-0.8,-0.008,1726876022.6505983,75.0,99.90095274426588,999.013671875,25.0
1726876023.621212,-0.99,-0.001,-0.006,0.021,1726876023.621212,1.01,-2.3,1726876023.6202116,0,1726876023.621212,-0.8,-0.008,1726876023.621212,75.0,99.90095274426588,999.013671875,25.0
1726876024.65329,-0.99,-0.001,-0.006,0.021,1726876024.65329,1.01,-2.3,1726876024.6252692,0,1726876024.6514447,-0.8,-0.008,1726876024.65329,75.0,99.90095274426588,999.013671875,25.0
1726876025.6519468,-0.99,-0.001,-0.006,0.021,1726876025.6519468,1.01,-2.3,1726876025.6300738,0,1726876025.6462774,-0.8,-0.008,1726876025.6519468,75.0,99.90095274426588,999.013671875,25.0
1726876026.6467361,-0.99,-0.001,-0.006,0.021,1726876026.6467361,1.01,-2.3,1726876026.600634,0,1726876026.6358278,-0.8,-0.008,1726876026.6467361,75.0,99.90095274426588,999.013671875,25.0
1726876027.6528044,-0.99,-0.001,-0.006,0.021,1726876027.6528044,1.01,-2.3,1726876027.605606,0,1726876027.64767,-0.8,-0.008,1726876027.6528044,75.0,99.90095274426588,999.013671875,25.0
1726876028.6425414,-0.99,-0.001,-0.006,0.021,1726876028.6425414,1.01,-2.3,1726876028.6373842,0,1726876028.638851,-0.8,-0.008,1726876028.6425414,75.0,99.90095274426588,999.013671875,25.0
1726876029.6422336,-0.99,-0.001,-0.006,0.021,1726876029.6422336,1.01,-2.3,1726876029.6372094,0,1726876029.6382227,-0.8,-0.008,1726876029.6422336,75.0,99.90095274426588,999.013671875,25.0
1726876030.640438,-0.99,-0.001,-0.006,0.021,1726876030.6399364,1.01,-2.3,1726876030.6327872,0,1726876030.6383977,-0.8,-0.008,1726876030.640438,75.0,99.90095274426588,999.013671875,25.0
1726876031.63679,-0.99,-0.001,-0.006,0.021,1726876031.6357915,1.01,-2.3,1726876031.6227891,0,1726876031.626816,-0.8,-0.008,1726876031.63679,75.0,99.90095274426588,999.013671875,25.0
1726876032.6394176,-0.99,-0.001,-0.006,0.021,1726876032.6394176,1.01,-2.3,1726876032.6365898,0,1726876032.6371737,-0.8,-0.008,1726876032.6394176,75.0,99.90095274426588,999.013671875,25.0
1726876033.6598186,-0.99,-0.001,-0.006,0.021,1726876033.6598186,1.01,-2.3,1726876033.6135163,0,1726876033.6338954,-0.8,-0.008,1726876033.6598186,75.0,99.90095274426588,999.013671875,25.0
1726876034.6525316,-0.99,-0.001,-0.006,0.021,1726876034.6525316,1.01,-2.3,1726876034.6237237,0,1726876034.6370833,-0.8,-0.008,1726876033.6598186,75.0,99.90095274426588,999.013671875,25.0
1726876035.6366322,-0.99,-0.001,-0.006,0.021,1726876035.6366322,1.01,-2.3,1726876035.6312888,0,1726876035.634292,-0.8,-0.008,1726876035.6366322,75.0,99.90095274426588,999.013671875,25.0
1726876036.8165915,-0.99,-0.001,-0.006,0.021,1726876036.8165915,1.01,-2.3,1726876036.7858014,0,1726876036.812226,-0.8,-0.008,1726876036.8165915,75.0,99.90095274426588,999.013671875,25.0
1726876037.6682582,-0.99,-0.001,-0.006,0.021,1726876037.6682582,1.01,-2.3,1726876037.6574075,0,1726876037.6594124,-0.8,-0.008,1726876037.6682582,75.0,99.90095274426588,999.013671875,25.0
1726876038.6716886,-0.99,-0.001,-0.006,0.021,1726876038.6716886,1.01,-2.3,1726876038.6631324,0,1726876038.6706853,-0.8,-0.008,1726876038.6716886,75.0,99.90095274426588,999.013671875,25.0
1726876039.6703477,-0.99,-0.001,-0.006,0.021,1726876039.6703477,1.01,-2.3,1726876039.662569,0,1726876039.6645858,-0.8,-0.008,1726876039.6703477,75.0,99.90095274426588,999.013671875,25.0
1726876040.6618705,-0.99,-0.001,-0.006,0.021,1726876040.6608799,1.01,-2.3,1726876040.655867,0,1726876040.6568687,-0.8,-0.008,1726876040.6618705,75.0,99.90095274426588,999.013671875,25.0
1726876041.6706564,-0.99,-0.001,-0.006,0.021,1726876041.6706564,1.01,-2.3,1726876041.6694384,0,1726876041.6694384,-0.8,-0.008,1726876041.6706564,75.0,99.90095274426588,999.013671875,25.0
1726876042.6917899,-0.99,-0.001,-0.006,0.021,1726876042.6917899,1.01,-2.3,1726876042.6841218,0,1726876042.684597,-0.8,-0.008,1726876042.6917899,75.0,99.90095274426588,999.013671875,25.0
1726876043.6867077,-0.99,-0.001,-0.006,0.021,1726876043.6867077,1.01,-2.3,1726876043.6765223,0,1726876043.6783595,-0.8,-0.008,1726876043.6867077,75.0,99.90095274426588,999.013671875,25.0
1726876044.68817,-0.99,-0.001,-0.006,0.021,1726876044.68817,1.01,-2.3,1726876044.6831954,0,1726876044.6871662,-0.8,-0.008,1726876044.68817,75.0,99.90095274426588,999.013671875,25.0
1726876045.722588,-0.99,-0.001,-0.006,0.021,1726876045.722588,1.01,-2.3,1726876045.692653,0,1726876045.6979249,-0.8,-0.008,1726876045.722588,75.0,99.90095274426588,999.013671875,25.0
1726876046.718051,-0.99,-0.001,-0.006,0.021,1726876046.718051,1.01,-2.3,1726876046.7132332,0,1726876046.7142382,-0.8,-0.008,1726876046.718051,75.0,99.90095274426588,999.013671875,25.0
1726876047.7122514,-0.99,-0.001,-0.006,0.021,1726876047.7122514,1.01,-2.3,1726876047.710439,0,1726876047.711754,-0.8,-0.008,1726876047.7122514,75.0,99.90095274426588,999.013671875,25.0
1726876048.7445521,-0.99,-0.001,-0.006,0.021,1726876048.7445521,1.01,-2.3,1726876048.7192774,0,1726876048.7395236,-0.8,-0.008,1726876048.7445521,75.0,99.90095274426588,999.013671875,25.0
1726876049.7394385,-0.99,-0.001,-0.006,0.021,1726876049.7394385,1.01,-2.3,1726876049.7180996,0,1726876049.735452,-0.8,-0.008,1726876049.7394385,75.0,99.90095274426588,999.013671875,25.0
1726876050.7545505,-0.99,-0.001,-0.006,0.021,1726876050.7545505,1.01,-2.3,1726876050.7509665,0,1726876050.751961,-0.8,-0.008,1726876050.7545505,75.0,99.90095274426588,999.013671875,25.0
1726876051.744344,-0.99,-0.001,-0.006,0.021,1726876051.744344,1.01,-2.3,1726876051.7392585,0,1726876051.7399218,-0.8,-0.008,1726876051.744344,75.0,99.90095274426588,999.013671875,25.0
1726876052.7586184,-0.99,-0.001,-0.006,0.021,1726876052.7586184,1.01,-2.3,1726876052.7529817,0,1726876052.7540112,-0.8,-0.008,1726876052.7586184,75.0,99.90095274426588,999.013671875,25.0
